SPEAKER	SENTENCE	DOMAINID	DOMAIN	CATEGORY	SPEAKERID	SENTENCEID	MAIN	SUB	QA	QACNCT	MQ	SQ	UA	SA	개체명	용어사전	지식베이스
고객	#이름#	 F	카페	카페	1	13	쿠폰멤버십적립문의	회원정보	A				#이름#		#이름		#이름#/이름
점원	영수증 필요하세요?	 F	카페	카페	0	14	결제요청	영수증	Q			영수증 필요하세요?			영수증		
고객	네 포인트 적립됐어요?	 F	카페	카페	1	15	쿠폰멤버십적립문의		Q		네 포인트 적립됐어요?				"포인트, 적립"		
점원	네 영수증 밑에 보시면 포인트 적혀있어요	 F	카페	카페	0	16	쿠폰멤버십적립문의		A					네 영수증 밑에 보시면 포인트 적혀있어요	"영수증, 밑, 포인트"		
고객	커피에 샷이 몇 개 들어가요?	 F	카페	카페	1	17	메뉴문의		Q		커피에 샷이 몇 개 들어가요?				"커피, 샷, 몇 개"		"커피/메뉴, 샷/메뉴, 몇 개/수량"
점원	따뜻한 아메리카노에는 샷이 한 개 들어갑니다	 F	카페	카페	0	18	메뉴문의		A					따뜻한 아메리카노에는 샷이 한 개 들어갑니다	"따뜻, 아메리카노, 샷, 한 개"		"따뜻/온도, 아메리카노/메뉴, 샷/메뉴, 한 개/수량"
고객	커피가 너무 뜨거운데 얼음 세 개만 넣어주세요	 F	카페	카페	1	19	얼음요구		Q		커피가 너무 뜨거운데 얼음 세 개만 넣어주세요				"커피, 뜨거운, 얼음, 세 개"		"커피/메뉴, 뜨거운/온도, 얼음/재료, 세 개/수량"
점원	네 얼음 넣어드릴게요	 F	카페	카페	0	20	얼음요구		A					네 얼음 넣어드릴게요	얼음		얼음/재료
고객	2층도 있어요?	 F	카페	카페	1	21	시설문의		Q		2층도 있어요?				2층		2층/장소
점원	2층은 없어요	 F	카페	카페	0	22	시설문의		A					2층은 없어요	2층		2층/장소
고객	빵 시식할 수 있는 거 있어요?	 F	카페	카페	1	23	시식요청		Q		빵 시식할 수 있는 거 있어요?				"빵, 시식"		빵/메뉴
점원	네 시식은 저쪽에서 가능하세요	 F	카페	카페	0	24	시식요청		A					네 시식은 저쪽에서 가능하세요	"시식, 저쪽"		저쪽/방향
고객	빨대는 어디 있나요?	 F	카페	카페	1	25	물품위치문의		Q		빨대는 어디 있나요?				빨대		빨대/용품
점원	카운터 밑에 보시면 납작한 빨대 있습니다 	 F	카페	카페	0	26	물품위치문의		A					카운터 밑에 보시면 납작한 빨대 있습니다 	"카운터, 밑, 납작, 빨대"		빨대/용품
고객	밀크 캬라멜은 얼마예요?	 F	카페	카페	1	27	가격문의		Q		밀크 캬라멜은 얼마예요?				밀크 카라멜		밀크 카라멜/메뉴
점원	밀크 캬라멜은 1200원이에요	 F	카페	카페	0	28	가격문의		A					밀크 캬라멜은 1200원이에요	"밀크 카라멜, 1200원"		"밀크 카라멜/메뉴, 1200원/금액"
고객	혹시 빵 배달도 해주시나요?	 F	카페	카페	1	29	배달문의		Q		혹시 빵 배달도 해주시나요?				"빵, 배달"		빵/메뉴
점원	배달은 안해요	 F	카페	카페	0	30	배달문의		A					배달은 안해요	배달		
고객	명함 하나 가져가도 되죠?	 F	카페	카페	1	31	기타문의		Q		명함 하나 가져가도 되죠?				"명함, 하나"		하나/수량
점원	네 명함 드리겠습니다	 F	카페	카페	0	32	기타문의		A					네 명함 드리겠습니다	"명함, 하나"		
고객	본점도 있어요?	 F	카페	카페	1	33	계열사문의		Q		본점도 있어요?				본점		
점원	저희 매장이 본점이에요	 F	카페	카페	0	34	계열사문의		A					저희 매장이 본점이에요	"매장, 본점"		
고객	모과차 테이크아웃 되나요?	 F	카페	카페	1	1	테이크아웃문의		Q		모과차 테이크아웃 되나요?				"모과차, 테이크아웃"		"모과차/메뉴, 테이크아웃/포장"
점원	네 테이크아웃 가능하세요	 F	카페	카페	0	2	테이크아웃문의		A					네 테이크아웃 가능하세요	테이크아웃		테이크아웃/포장
고객	혹시 모과차 두 잔으로 나눠줄 수 있어요?	 F	카페	카페	1	3	옵션추가요구		Q		혹시 모과차 두 잔으로 나눠줄 수 있어요?				"모과차, 두 잔"		"모과차/메뉴, 두 잔/수량"
점원	두 잔 주문하시는 걸 추천드릴게요	 F	카페	카페	0	4	옵션추가요구		A					두 잔 주문하시는 걸 추천드릴게요	"두 잔, 주문, 추천"		두 잔/수량
고객	모과차 한 잔하고 아메리카노 뜨거운 걸로 하나 주세요	 F	카페	카페	1	5	일반주문		Q		모과차 한 잔하고 아메리카노 뜨거운 걸로 하나 주세요				"모과차, 한 잔, 아메리카노, 뜨거운, 하나"		"모과차/메뉴, 한 잔/수량, 아메리카노/메뉴, 뜨거운/온도, 하나/수량"
점원	드시고 가세요?	 F	카페	카페	0	6	테이크아웃요구	테이크아웃여부	Q			드시고 가세요?					
고객	가져갈게요	 F	카페	카페	1	7	테이크아웃요구	테이크아웃여부	A				가져갈게요				
점원	테이크아웃 500원씩 할인되서 6500원입니다	 F	카페	카페	0	8	일반주문		A					테이크아웃 500원씩 할인되서 6500원입니다	"테이크아웃, 500원, 6500원"		"테이크아웃/포장, 500원/금액, 6500원/금액"
고객	영수증 주세요	 F	카페	카페	1	9	영수증요청		Q		영수증 주세요				영수증		
점원	네 영수증 드리겠습니다	 F	카페	카페	0	10	영수증요청		A					네 영수증 드리겠습니다	영수증		
고객	음료 뜨겁지 않게 찬물 조금만 넣어주세요	 F	카페	카페	1	11	뜨거운차가운물요구		Q		음료 뜨겁지 않게 찬물 조금만 넣어주세요				"음료, 뜨겁지, 찬, 물"		"음료/메뉴, 찬/온도"
점원	네 찬물 넣어드리겠습니다	 F	카페	카페	0	12	뜨거운차가운물요구		A					네 찬물 넣어드리겠습니다	"찬, 물"		찬/온도
고객	일요일에는 영업을 안하세요?	 F	카페	카페	1	13	영업시간문의		Q		일요일에는 영업을 안하세요?				"일요일, 영업"		
점원	일요일 영업은 오후 6시에 마칩니다	 F	카페	카페	0	14	영업시간문의		A					일요일 영업은 오후 6시에 마칩니다	"일요일, 영업, 오후 6시"		오후 6시/시간
고객	쉬는 날은 없어요?	 F	카페	카페	1	15	휴일문의		Q		쉬는 날은 없어요?						
점원	명절을 제외하고는 쉬는 날이 없습니다 	 F	카페	카페	0	16	휴일문의		A					명절을 제외하고는 쉬는 날이 없습니다 	명절		
고객	여기 더치커피 팔아요?	 F	카페	카페	1	17	주문가능여부		Q		여기 더치커피 팔아요?				더치커피		더치커피/메뉴
점원	죄송합니다만 지금은 더치커피 재고가 없어요	 F	카페	카페	0	18	주문가능여부		A					죄송합니다만 지금은 더치커피 재고가 없어요	더치커피		더치커피/메뉴
고객	아메리카노에 샷이 한 개에요?	 F	카페	카페	1	19	메뉴문의		Q		아메리카노에 샷이 한 개에요?				"아메리카노, 샷, 한 개"		"아메리카노/메뉴, 샷/메뉴, 한 개/수량"
점원	네 아메리카노에는 샷이 한 개 들어갑니다	 F	카페	카페	0	20	메뉴문의		A					네 아메리카노에는 샷이 한 개 들어갑니다	"아메리카노, 샷, 한 개"		"아메리카노/메뉴, 샷/메뉴, 한 개/수량"
고객	조금만 마시고 가도 되죠?	 F	카페	카페	1	21	매장이용문의		Q		조금만 마시고 가도 되죠?						
점원	테이크아웃 할인해드려서 불가능합니다	 F	카페	카페	0	22	매장이용문의		A					테이크아웃 할인해드려서 불가능합니다	"테이크아웃, 할인"		테이크아웃/포장
고객	커피가 1리터예요?	 F	카페	카페	1	1	메뉴문의		Q		커피가 1리터예요?				"커피, 1리터"		"커피/메뉴, 1리터/사이즈"
점원	1리터도 가능하시고 작은 사이즈도 있어요	 F	카페	카페	0	2	메뉴문의		A					1리터도 가능하시고 작은 사이즈도 있어요	"1리터, 작은 사이즈"		"1리터/사이즈, 작은 사이즈/사이즈"
고객	커피 가격이 1000원이에요?	 F	카페	카페	1	3	가격문의		Q		커피 가격이 1000원이에요?				"커피, 가격, 1000원"		"커피/메뉴, 1000원/금액"
점원	네 1000원 맞아요	 F	카페	카페	0	4	가격문의		A					네 1000원 맞아요	1000원		1000원/금액
고객	아메리카노 한 잔 주세요	 F	카페	카페	1	5	일반주문		Q		아메리카노 한 잔 주세요				"아메리카노, 한 잔"		"아메리카노/메뉴, 한 잔/수량"
점원	따뜻한 걸로 드릴까요?  	 F	카페	카페	0	6	일반주문	음료온도	Q			따뜻한 걸로 드릴까요?  			따뜻한		따뜻한/온도
고객	네 따뜻한 걸로요	 F	카페	카페	1	7	일반주문	음료온도	A				네 따뜻한 걸로요		따뜻한		따뜻한/온도
점원	사이즈는요?	 F	카페	카페	0	8	일반주문	사이즈	Q			사이즈는요?			사이즈		
고객	작은 걸로 주세요	 F	카페	카페	1	9	일반주문	사이즈	A				작은 걸로 주세요		작은 		작은/사이즈
점원	드시고 가세요?	 F	카페	카페	0	10	테이크아웃요구	테이크아웃여부	Q			드시고 가세요?					
고객	테이크아웃 해주시고 스탬프 적립돼요?	 F	카페	카페	1	11	쿠폰멤버십적립문의		Q		테이크아웃 해주시고 스탬프 적립돼요?				"테이크아웃, 스탬프, 적립"		"테이크아웃/포장, 스탬프/적립수단"
점원	큰 사이즈만 스탬프 적립이 가능합니다	 F	카페	카페	0	12	쿠폰멤버십적립문의		A					큰 사이즈만 스탬프 적립이 가능합니다	"큰 사이즈, 스탬프, 적립"		스탬프/적립수단
고객	커피에 얼음 두 개만 넣어주실 수 있어요?	 F	카페	카페	1	13	얼음요구		Q		커피에 얼음 두 개만 넣어주실 수 있어요?				"커피, 얼음, 두 개"		"커피/메뉴, 얼음/재료, 두 개/수량"
점원	네 얼음 넣어드릴게요	 F	카페	카페	0	14	얼음요구		A					네 얼음 넣어드릴게요	얼음		얼음/재료
고객	여기 생긴지 얼마나 됐어요?	 F	카페	카페	1	15	시설문의		Q		여기 생긴지 얼마나 됐어요?						
점원	1년 넘었습니다	 F	카페	카페	0	16	시설문의		A					1년 넘었습니다	1년		1년/영업기간
고객	커피에 샷 한 개 들어간 거예요?	 F	카페	카페	1	17	메뉴문의		Q		커피에 샷 한 개 들어간 거예요?				"커피, 샷, 한 개"		"커피/메뉴, 샷/메뉴, 한 개/수량"
점원	네 아메리카노에는 샷이 한 개 들어갑니다	 F	카페	카페	0	18	메뉴문의		A					네 아메리카노에는 샷이 한 개 들어갑니다	"아메리카노, 샷, 한 개"		"아메리카노/메뉴, 샷/메뉴, 한 개/수량"
고객	사과는 얼마예요?	 F	카페	카페	1	19	가격문의		Q		사과는 얼마예요?				사과		사과/재료
점원	주스용이라 판매하고 있는 사과가 아닙니다	 F	카페	카페	0	20	가격문의		A					주스용이라 판매하고 있는 사과가 아닙니다	"주스용, 사과"		사과/재료
고객	영수증 주세요	 F	카페	카페	1	21	영수증요청		Q		영수증 주세요				영수증		
점원	네 잠시만 기다려주세요 	 F	카페	카페	0	22	영수증요청		A					네 잠시만 기다려주세요 			
고객	메뉴판은 어디있어요?	 F	카페	카페	1	1	메뉴판요구		Q		메뉴판은 어디있어요?				메뉴판		
점원	메뉴판은 위와 옆쪽을 보시면 있습니다	 F	카페	카페	0	2	메뉴판요구		A					메뉴판은 위와 옆쪽을 보시면 있습니다	"메뉴판, 위, 옆쪽"		"위/방향, 옆쪽/방향"
고객	커피 중에 우유는 안들어가는데 달콤한게 있나요?	 F	카페	카페	1	3	메뉴추천요구		Q		커피 중에 우유는 안들어가는데 달콤한게 있나요?				"커피, 우유, 달콤"		"커피/메뉴, 우유/재료, 달콤/맛"
점원	아메리카노에 시럽 추가하시는 걸 추천드릴게요	 F	카페	카페	0	4	메뉴추천요구		A					아메리카노에 시럽 추가하시는 걸 추천드릴게요	"아메리카노, 시럽, 추가, 추천"		"아메리카노/메뉴, 시럽/토핑"
고객	카페모카에는 뭐가 들어갔죠?	 F	카페	카페	1	5	메뉴문의		Q		카페모카에는 뭐가 들어갔죠?				카페모카		카페모카/메뉴
점원	카페모카에는 초코 시럽이 들어가 있어요	 F	카페	카페	0	6	메뉴문의		A					카페모카에는 초코 시럽이 들어가 있어요	"카페모카, 초코 시럽"		"카페모카/메뉴, 초코 시럽/토핑"
고객	카페모카 위에 올라가 있는 건 우유 거품인가요?	 F	카페	카페	1	7	메뉴문의		Q		카페모카 위에 올라가 있는 건 우유 거품인가요?				"카페모카, 위, 우유 거품"		"카페모카/메뉴, 위/방향, 우유 거품/토핑"
점원	우유 거품이 아닌 휘핑크림인데 빼실 수 있습니다	 F	카페	카페	0	8	메뉴문의		A					우유 거품이 아닌 휘핑크림인데 빼실 수 있습니다	"우유 거품, 휘핑크림"		"우유 거품/토핑, 휘핑크림/토핑"
고객	카페모카에 휘핑크림 올려주세요	 F	카페	카페	1	9	일반주문		Q		카페모카에 휘핑크림 올려주세요				"카페모카, 휘핑크림"		"카페모카/메뉴, 휘핑크림/토핑"
점원	따뜻한 걸로 드릴까요?	 F	카페	카페	0	10	일반주문	음료온도	Q			따뜻한 걸로 드릴까요?			따뜻한		따뜻한/온도
고객	네 따뜻한 걸로 주세요	 F	카페	카페	1	11	일반주문	음료온도	A				네 따뜻한 걸로 주세요		따뜻한		따뜻한/온도
점원	드시고 가세요?	 F	카페	카페	0	12	테이크아웃요구	테이크아웃여부	Q			드시고 가세요?					
고객	아뇨 테이크아웃 해주시고 우유는 조금만 넣어주세요	 F	카페	카페	1	13	테이크아웃요구		Q		아뇨 테이크아웃 해주시고 우유는 조금만 넣어주세요				"테이크아웃, 우유"		"테이크아웃/포장, 우유/재료"
점원	우유를 덜 넣으면 맛이 진해지는데 괜찮으세요?	 F	카페	카페	0	14	물우유량요구	커피농도	Q			우유를 덜 넣으면 맛이 진해지는데 괜찮으세요?			"우유, 맛"		우유/재료
고객	네 카페모카에 커피는 안들어가요?	 F	카페	카페	1	15	메뉴문의		Q		네 카페모카에 커피는 안들어가요?				"카페모카, 커피"		"카페모카/메뉴, 커피/재료"
점원	카페모카에는 샷이 두 개 들어갑니다	 F	카페	카페	0	16	메뉴문의		A					카페모카에는 샷이 두 개 들어갑니다	"카페모카, 샷, 두 개"		"카페모카/메뉴, 샷/메뉴, 두 개/수량"
고객	영수증 주세요	 F	카페	카페	1	17	영수증요청		Q		영수증 주세요				영수증		
점원	네 테이크아웃하셔서 1000원 할인됐습니다	 F	카페	카페	0	18	영수증요청		A					네 테이크아웃하셔서 1000원 할인됐습니다	"테이크아웃, 1000원, 할인"		"테이크아웃/포장, 1000원/금액"
고객	휘핑크림은 뭘로 만드나요?	 F	카페	카페	1	19	메뉴문의		Q		휘핑크림은 뭘로 만드나요?				휘핑크림		휘핑크림/메뉴
점원	휘핑크림에는 우유와 바닐라시럽이 들어갑니다	 F	카페	카페	0	20	메뉴문의		A					휘핑크림에는 우유와 바닐라시럽이 들어갑니다	"휘핑크림, 우유, 바닐라시럽"		"휘핑크림/메뉴, 우유/재료, 바닐라시럽/토핑"
고객	플랫화이트가 뭐예요?	 F	카페	카페	1	1	메뉴문의		Q		플랫화이트가 뭐예요?				플랫화이트		플랫화이트/메뉴
점원	우유 양이 적은 라떼입니다	 F	카페	카페	0	2	메뉴문의		A					우유 양이 적은 라떼입니다	"우유, 양, 라떼"		"우유/재료, 라떼/메뉴"
고객	여기 체인점이에요?	 F	카페	카페	1	3	계열사문의		Q		여기 체인점이에요?				체인점		
점원	아뇨 개인 카페입니다	 F	카페	카페	0	4	계열사문의		A					아뇨 개인 카페입니다	"개인, 카페"		카페/장소
고객	생긴지 얼마나 됐어요?	 F	카페	카페	1	5	시설문의		Q		생긴지 얼마나 됐어요?						
