SPEAKER,SENTENCE,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스,
고객,그러면 이거 주시구요 요거하고 요거 주세요,A,음식점,홀서빙음식점,1,9,식사주문,,Q,,그러면 이거 주시구요 요거하고 요거 주세요,,,,,,,
점원,네,A,음식점,홀서빙음식점,0,10,식사주문,,A,,,,,네,,,,
고객,맥주가 크림 맥주던데 부드러워요?,A,음식점,홀서빙음식점,1,11,맛에대한질문,,Q,,맥주가 크림 맥주던데 부드러워요?,,,,"맥주, 크림 맥주",,"맥주/술, 크림 맥주/맥주",
점원,네,A,음식점,홀서빙음식점,0,12,맛에대한질문,,A,,,,,네,,,,
고객,화장실은 어디 있어요?,A,음식점,홀서빙음식점,1,13,화장실문의,,Q,,화장실은 어디 있어요?,,,,"화장실, 어디",,화장실/장소,
점원,안쪽에 있어요,A,음식점,홀서빙음식점,0,14,화장실문의,,A,,,,,안쪽에 있어요,안쪽,,안쪽/위치,
고객,저희들 한참 기다려야 하나요?,A,음식점,홀서빙음식점,1,15,주문메뉴대기시간문의,,Q,,저희들 한참 기다려야 하나요?,,,,,,,
점원,아니요 금방 나와요,A,음식점,홀서빙음식점,0,16,주문메뉴대기시간문의,,A,,,,,아니요 금방 나와요,,,,
고객,여기 술은 뭐 있어요?,A,음식점,홀서빙음식점,1,17,판매하는술종류브랜드문의,,Q,,여기 술은 뭐 있어요?,,,,"여기, 술",,술/메뉴,
점원,저희가 와인이랑 맥주 있어요,A,음식점,홀서빙음식점,0,18,판매하는술종류브랜드문의,,A,,,,,저희가 와인이랑 맥주 있어요,"와인, 맥주",,"와인/술, 맥주/술",
고객,크림 맥주는 얼마씩이에요?,A,음식점,홀서빙음식점,1,19,가격문의,,Q,,크림 맥주는 얼마씩이에요?,,,,"크림 맥주, 얼마",,크림 맥주/맥주,
점원,이천 원이요,A,음식점,홀서빙음식점,0,20,가격문의,,A,,,,,이천 원이요,이천 원,,이천 원/금액,
고객,그러면 두잔 추가 해주고 피클 좀 더 주세요,A,음식점,홀서빙음식점,1,21,음료술주문,,Q,,그러면 두잔 추가 해주고 피클 좀 더 주세요,,,,"두잔, 추가, 피클",,"두잔/수량, 피클/반찬",
점원,네,A,음식점,홀서빙음식점,0,22,음료술주문,,A,,,,,네,,,,
고객,여기는 뭐가 맛있는가요?,A,음식점,홀서빙음식점,1,1,메뉴추천요청,,Q,,여기는 뭐가 맛있는가요?,,,,여기,,,
점원,손님 식성에 따라 다르죠,A,음식점,홀서빙음식점,0,2,메뉴추천요청,,A,,,,,손님 식성에 따라 다르죠,"손님, 식성",,,
고객,육개장 많이 매워요?,A,음식점,홀서빙음식점,1,3,맛에대한질문,,Q,,육개장 많이 매워요?,,,,육개장,,육개장/메뉴,
점원,조금 매워요,A,음식점,홀서빙음식점,0,4,맛에대한질문,,A,,,,,조금 매워요,,,,
고객,모둠 국밥은 맛있나요?,A,음식점,홀서빙음식점,1,5,메뉴판에있는음식에대한질문,,Q,,모둠 국밥은 맛있나요?,,,,모둠 국밥,,모둠 국밥/메뉴,
점원,네,A,음식점,홀서빙음식점,0,6,메뉴판에있는음식에대한질문,,A,,,,,네,,,,
고객,갈비탕은 맛있나요?,A,음식점,홀서빙음식점,1,7,메뉴판에있는음식에대한질문,,Q,,갈비탕은 맛있나요?,,,,갈비탕,,갈비탕/메뉴,
점원,네 맛있어요,A,음식점,홀서빙음식점,0,8,메뉴판에있는음식에대한질문,,A,,,,,네 맛있어요,,,,
고객,모둠 국밥이랑 갈비탕 중에 뭐가 잘 나가요?,A,음식점,홀서빙음식점,1,9,베스트메뉴문의,,Q,,모둠 국밥이랑 갈비탕 중에 뭐가 잘 나가요?,,,,"모둠 국밥, 갈비탕",,"모둠 국밥/메뉴, 갈비탕/메뉴",
점원,아무래도 여기는 국밥 전문집이다 보니까 국밥이 더 잘 나가죠,A,음식점,홀서빙음식점,0,10,베스트메뉴문의,,A,,,,,아무래도 여기는 국밥 전문집이다 보니까 국밥이 더 잘 나가죠,"여기, 국밥 전문집, 국밥",,국밥/메뉴,
고객,모둠 국밥 하나요,A,음식점,홀서빙음식점,1,11,식사주문,,Q,,모둠 국밥 하나요,,,,"모둠 국밥, 하나",,"모둠 국밥/메뉴, 하나/수량",
점원,네,A,음식점,홀서빙음식점,0,12,식사주문,,A,,,,,네,,,,
고객,계산 좀 부탁드려요,A,음식점,홀서빙음식점,1,13,계산서요청,,Q,,계산 좀 부탁드려요,,,,"계산, 부탁",,,
점원,네,A,음식점,홀서빙음식점,0,14,계산서요청,,A,,,,,네,,,,
고객,혼자 먹으려고 하는데 뭐가 맛있어요?,A,음식점,홀서빙음식점,1,1,메뉴추천요청,,Q,,혼자 먹으려고 하는데 뭐가 맛있어요?,,,,혼자,,혼자/인원,
점원,네 다 맛있어요,A,음식점,홀서빙음식점,0,2,메뉴추천요청,,A,,,,,네 다 맛있어요,,,,
고객,냉면 돼요?,A,음식점,홀서빙음식점,1,3,계절메뉴문의,,Q,,냉면 돼요?,,,,냉면,,냉면/메뉴,
점원,네 돼요,A,음식점,홀서빙음식점,0,4,계절메뉴문의,,A,,,,,네 돼요,,,,
고객,냉면 하나 주세요,A,음식점,홀서빙음식점,1,5,식사주문,,Q,,냉면 하나 주세요,,,,"냉면, 하나",,"냉면/메뉴, 하나/수량",
점원,네,A,음식점,홀서빙음식점,0,6,식사주문,,A,,,,,네,,,,
고객,칠천 원이죠 냉면?,A,음식점,홀서빙음식점,1,7,가격문의,,Q,,칠천 원이죠 냉면?,,,,"칠천 원, 냉면",,"칠천 원/금액, 냉면/메뉴",
점원,네 칠천 원이에요,A,음식점,홀서빙음식점,0,8,가격문의,,A,,,,,네 칠천 원이에요,칠천 원,,칠천 원/금액,
고객,숭늉도 직접 끓여가지고 주시는 거예요?,A,음식점,홀서빙음식점,1,9,식재료공급문의,,Q,,숭늉도 직접 끓여가지고 주시는 거예요?,,,,"숭늉, 직접",,,
점원,네,A,음식점,홀서빙음식점,0,10,식재료공급문의,,A,,,,,네,,,,
고객,전주비빔밥 맛있어요?,A,음식점,홀서빙음식점,1,1,메뉴판에있는음식에대한질문,,Q,,전주비빔밥 맛있어요?,,,,전주비빔밥,,전주비빔밥/메뉴,
점원,비빔밥 맛있어요,A,음식점,홀서빙음식점,0,2,메뉴판에있는음식에대한질문,,A,,,,,비빔밥 맛있어요,비빔밥,,비빔밥/메뉴,
고객,그러면 낙지비빔밥 이거는 많이 매워요?,A,음식점,홀서빙음식점,1,3,맛에대한질문,,Q,,그러면 낙지비빔밥 이거는 많이 매워요?,,,,낙지비빔밥,,낙지비빔밥/메뉴,
점원,많이 안 매워요,A,음식점,홀서빙음식점,0,4,맛에대한질문,,A,,,,,많이 안 매워요,,,,
고객,"어떤 게 잘 나가요? 낙지 볶음밥, 돌솥비빔밥?",A,음식점,홀서빙음식점,1,5,베스트메뉴문의,,Q,,"어떤 게 잘 나가요? 낙지 볶음밥, 돌솥비빔밥?",,,,"낙지 볶음밥, 돌솥비빔밥",,"낙지 볶음밥/메뉴, 돌솥비빔밥/메뉴",
고객,낙지 볶음밥은 매워요?,A,음식점,홀서빙음식점,1,6,맛에대한질문,,Q,,낙지 볶음밥은 매워요?,,,,낙지 볶음밥,,낙지 볶음밥/메뉴,
고객,돌솥비빔밥은 늦게 나오죠?,A,음식점,홀서빙음식점,1,7,주문메뉴대기시간문의,,Q,,돌솥비빔밥은 늦게 나오죠?,,,,돌솥비빔밥,,돌솥비빔밥/메뉴,
점원,금방 돼요,A,음식점,홀서빙음식점,0,8,주문메뉴대기시간문의,,A,,,,,금방 돼요,,,,
고객,그러면 낙지비빔밥 플러스 된장 이거 주세요,A,음식점,홀서빙음식점,1,9,식사주문,,Q,,그러면 낙지비빔밥 플러스 된장 이거 주세요,,,,낙지비빔밥 플러스 된장,,낙지비빔밥 플러스 된장/메뉴,
점원,네,A,음식점,홀서빙음식점,0,10,식사주문,,A,,,,,네,,,,
고객,금방 되죠?,A,음식점,홀서빙음식점,1,11,주문메뉴대기시간문의,,Q,,금방 되죠?,,,,,,,
점원,금방 돼요,A,음식점,홀서빙음식점,0,12,주문메뉴대기시간문의,,A,,,,,금방 돼요,,,,
고객,네 그럼 좀 덜 맵게 해달라고 해주세요,A,음식점,홀서빙음식점,1,13,매운정도조절요청,,Q,,네 그럼 좀 덜 맵게 해달라고 해주세요,,,,,,,
점원,네,A,음식점,홀서빙음식점,0,14,매운정도조절요청,,A,,,,,네,,,,
고객,물미역은 어디 있어요?,A,음식점,홀서빙음식점,1,15,추가반찬요청,,Q,,물미역은 어디 있어요?,,,,"물미역, 어디",,물미역/반찬,
점원,저쪽에 있어요,A,음식점,홀서빙음식점,0,16,추가반찬요청,,A,,,,,저쪽에 있어요,저쪽,,저쪽/위치,
고객,혼자 먹으려는데 삼계탕 괜찮아요?,A,음식점,홀서빙음식점,1,1,1인식사자리요청,,Q,,혼자 먹으려는데 삼계탕 괜찮아요?,,,,"혼자, 삼계탕",,"혼자/인원, 삼계탕/메뉴",
점원,네 삼계탕으로 드릴까요?,A,음식점,홀서빙음식점,0,2,식사주문,주문확인,Q,,,네 삼계탕으로 드릴까요?,,,삼계탕,,삼계탕/메뉴,
고객,삼계탕 얼마에요?,A,음식점,홀서빙음식점,1,3,가격문의,,Q,,삼계탕 얼마에요?,,,,"삼계탕, 얼마",,삼계탕/메뉴,
점원,만 사천 원이요,A,음식점,홀서빙음식점,0,4,가격문의,,A,,,,,만 사천 원이요,만 사천 원,,만 사천 원/금액,
고객,어떤 게 젤 많이 나가요?,A,음식점,홀서빙음식점,1,5,베스트메뉴문의,,Q,,어떤 게 젤 많이 나가요?,,,,,,,
점원,금계 삼계탕이 잘 나가요,A,음식점,홀서빙음식점,0,6,베스트메뉴문의,,A,,,,,금계 삼계탕이 잘 나가요,금계 삼계탕,,금계 삼계탕/메뉴,
고객,여기 계추할 때는 미리 전화로 예약해야 돼요?,A,음식점,홀서빙음식점,1,7,예약문의,,Q,,여기 계추할 때는 미리 전화로 예약해야 돼요?,,,,"여기, 계추, 미리, 전화, 예약",,계추/행사,
점원,언제 말씀이세요?,A,음식점,홀서빙음식점,0,8,예약문의,예약일,Q,,,언제 말씀이세요?,,,"언제, 말씀",,,
고객,계원들한테 한번 물어보고,A,음식점,홀서빙음식점,1,9,예약문의,예약일,A,,,,계원들한테 한번 물어보고,,"계원, 한 번",,한 번/횟수,
고객,금계 삼계탕 하나 주세요,A,음식점,홀서빙음식점,1,10,식사주문,,Q,,금계 삼계탕 하나 주세요,,,,"금계 삼계탕, 하나",,"금계 삼계탕/메뉴, 하나/수량",
점원,드시고 가시는 거죠?,A,음식점,홀서빙음식점,0,11,식사주문,포장문의,Q,,,드시고 가시는 거죠?,,,,,,
고객,네 먹고 갈게요,A,음식점,홀서빙음식점,1,12,식사주문,포장문의,A,,,,네 먹고 갈게요,,,,,
고객,영수증 하나 주세요,A,음식점,홀서빙음식점,1,13,영수증요청,,Q,,영수증 하나 주세요,,,,"영수증, 하나",,,
점원,네,A,음식점,홀서빙음식점,0,14,영수증요청,,A,,,,,네,,,,
고객,보통 어떤 거 제일 많이 시켜요?,A,음식점,홀서빙음식점,1,15,베스트메뉴문의,,Q,,보통 어떤 거 제일 많이 시켜요?,,,,,,,
점원,기본 삼계탕 제일 많이 시키시죠,A,음식점,홀서빙음식점,0,16,베스트메뉴문의,,A,,,,,기본 삼계탕 제일 많이 시키시죠,기본 삼계탕,,기본 삼계탕/메뉴,
고객,화장실은 어디에 있어요?,A,음식점,홀서빙음식점,1,17,화장실문의,,Q,,화장실은 어디에 있어요?,,,,"화장실, 어디",,화장실/장소,
점원,안쪽으로 있어요,A,음식점,홀서빙음식점,0,18,화장실문의,,A,,,,,안쪽으로 있어요,안쪽,,안쪽/위치,
고객,이거 전복은 이만 이천 원인가요?,A,음식점,홀서빙음식점,1,19,가격문의,,Q,,이거 전복은 이만 이천 원인가요?,,,,"전복, 이만 이천 원",,"전복/메뉴, 이만 이천 원/금액",
점원,만 구천 원이고요 산삼배양근 들어간 게 이만 이천 원이에요,A,음식점,홀서빙음식점,0,20,가격문의,,A,,,,,만 구천 원이고요 산삼배양근 들어간 게 이만 이천 원이에요,"만 구천 원, 산삼배양근, 이만 이천 원",,"만 구천 원/금액, 산삼배양근/재료, 이만 이천 원/금액",
고객,혼자 먹을 건데 먹을만한 거 뭐 있어요?,A,음식점,홀서빙음식점,1,1,메뉴추천요청,,Q,,혼자 먹을 건데 먹을만한 거 뭐 있어요?,,,,혼자,,혼자/인원,
점원,청국장이 맛있어요,A,음식점,홀서빙음식점,0,2,메뉴추천요청,,A,,,,,청국장이 맛있어요,청국장,,청국장/메뉴,
고객,여기 청국장 하나 주세요,A,음식점,홀서빙음식점,1,3,식사주문,,Q,,여기 청국장 하나 주세요,,,,"여기, 청국장, 하나",,"청국장/메뉴, 하나/수량",
점원,네,A,음식점,홀서빙음식점,0,4,식사주문,,A,,,,,네,,,,
고객,청국장이 칠천 원 맞죠?,A,음식점,홀서빙음식점,1,5,가격문의,,Q,,청국장이 칠천 원 맞죠?,,,,"청국장, 칠천 원",,"청국장/메뉴, 칠천 원/금액",
점원,네,A,음식점,홀서빙음식점,0,6,가격문의,,A,,,,,네,,,,
고객,영수증 하나 주세요,A,음식점,홀서빙음식점,1,7,영수증요청,,Q,,영수증 하나 주세요,,,,"영수증, 하나",,,
점원,네,A,음식점,홀서빙음식점,0,8,영수증요청,,A,,,,,네,,,,
점원,간이계산서 드릴까요?,A,음식점,홀서빙음식점,0,9,영수증요청,영수증,Q,,,간이계산서 드릴까요?,,,간이계산서,,,
고객,네,A,음식점,홀서빙음식점,1,10,영수증요청,영수증,A,,,,네,,,,,
고객,여기는 계추하러 오면 미리 말씀드리고 와야 해요?,A,음식점,홀서빙음식점,1,11,예약문의,,Q,,여기는 계추하러 오면 미리 말씀드리고 와야 해요?,,,,"계추, 말씀",,계추/행사,
점원,네,A,음식점,홀서빙음식점,0,12,예약문의,,A,,,,,네,,,,
고객,차는 어디 세우고 들어와야 해요?,A,음식점,홀서빙음식점,1,13,주차공간문의,,Q,,차는 어디 세우고 들어와야 해요?,,,,"차, 어디",,,
점원,차는 앞에 세우시면 돼요,A,음식점,홀서빙음식점,0,14,주차공간문의,,A,,,,,차는 앞에 세우시면 돼요,"차, 앞",,,
고객,찜 종류로 시켜야겠죠?,A,음식점,홀서빙음식점,1,15,메뉴추천요청,,Q,,찜 종류로 시켜야겠죠?,,,,찜 종류,,,
점원,네,A,음식점,홀서빙음식점,0,16,메뉴추천요청,,A,,,,,네,,,,
고객,열 명하면 무슨 메뉴 먹어요?,A,음식점,홀서빙음식점,1,17,메뉴추천요청,,Q,,열 명하면 무슨 메뉴 먹어요?,,,,"열 명, 메뉴",,열 명/예약인원,
점원,아귀찜도 괜찮고 가오리 찜도 괜찮아요,A,음식점,홀서빙음식점,0,18,메뉴추천요청,,A,,,,,아귀찜도 괜찮고 가오리 찜도 괜찮아요,"아귀찜, 가오리 찜",,"아귀찜/메뉴, 가오리 찜/메뉴",
고객,그러면 한 이십만 원 정도 나오겠네요?,A,음식점,홀서빙음식점,1,19,가격문의,,Q,,그러면 한 이십만 원 정도 나오겠네요?,,,,이십만 원,,이십만 원/금액,
점원,네 그 정도 나오죠,A,음식점,홀서빙음식점,0,20,가격문의,,A,,,,,네 그 정도 나오죠,,,,
고객,여기 두루치기도 맛있어요?,A,음식점,홀서빙음식점,1,21,메뉴판에있는음식에대한질문,,Q,,여기 두루치기도 맛있어요?,,,,"여기, 두루치기",,두루치기/메뉴,
점원,네,A,음식점,홀서빙음식점,0,22,메뉴판에있는음식에대한질문,,A,,,,,네,,,,
고객,청국장은 직접 만드시나요?,A,음식점,홀서빙음식점,1,23,식재료공급문의,,Q,,청국장은 직접 만드시나요?,,,,"청국장, 직접",,청국장/양념,
점원,네,A,음식점,홀서빙음식점,0,24,식재료공급문의,,A,,,,,네,,,,
고객,하신지 오래되셨죠?,A,음식점,홀서빙음식점,1,25,영업기간문의,,Q,,하신지 오래되셨죠?,,,,,,,
점원,네 오래됐어요,A,음식점,홀서빙음식점,0,26,영업기간문의,,A,,,,,네 오래됐어요,,,,
고객,근데 건너편에 주차장에 차 세워도 되죠?,A,음식점,홀서빙음식점,1,27,주차공간문의,,Q,,근데 건너편에 주차장에 차 세워도 되죠?,,,,"건너편, 주차장, 차",,,
점원,그런데 저기는 돈을 내야 해요,A,음식점,홀서빙음식점,0,28,주차공간문의,,A,,,,,그런데 저기는 돈을 내야 해요,"저기, 돈",,,
고객,혼자 먹을 건데 뭐가 맛있어요?,A,음식점,홀서빙음식점,1,1,메뉴추천요청,,Q,,혼자 먹을 건데 뭐가 맛있어요?,,,,혼자,,,
점원,비빔밥하고 닭개장밖에 없어요,A,음식점,홀서빙음식점,0,2,메뉴추천요청,,A,,,,,비빔밥하고 닭개장밖에 없어요,"비빔밥, 닭개장",,"비빔밥/메뉴, 닭개장/메뉴",
고객,여기 뼈다귀 해장국은 없죠?,A,음식점,홀서빙음식점,1,3,없는메뉴추가주문문의,,Q,,여기 뼈다귀 해장국은 없죠?,,,,뼈다귀 해장국,,뼈다귀 해장국/메뉴,
점원,네 저희 비빔밥이랑 닭개장 두 개만 해요,A,음식점,홀서빙음식점,0,4,없는메뉴추가주문문의,,A,,,,,네 저희 비빔밥이랑 닭개장 두 개만 해요,"비빔밥, 닭개장, 두 개",,"비빔밥/메뉴, 닭개장/메뉴, 두 개/가짓수",
고객,그러면 닭개장 하나 주세요,A,음식점,홀서빙음식점,1,5,식사주문,,Q,,그러면 닭개장 하나 주세요,,,,"닭개장, 하나",,"닭개장/메뉴, 하나/수량",
점원,네,A,음식점,홀서빙음식점,0,6,식사주문,,A,,,,,네,,,,
고객,영수증 하나 주세요,A,음식점,홀서빙음식점,1,7,영수증요청,,Q,,영수증 하나 주세요,,,,"영수증, 하나",,,
점원,현금영수증 해드릴까요?,A,음식점,홀서빙음식점,0,8,현금영수증발행요청,현금영수증,Q,,,현금영수증 해드릴까요?,,,현금영수증,,,
고객,현금영수증 말고 그냥 영수증 주세요,A,음식점,홀서빙음식점,1,9,현금영수증발행요청,현금영수증,A,,,,현금영수증 말고 그냥 영수증 주세요,,"현금영수증, 영수증",,,
